slug,character,unicodeName,codePoint,group,subGroup,variants
e14-0-hand-with-index-finger-and-thumb-crossed,🫰,E14.0 hand with index finger and thumb crossed,1FAF0,people-body,hand-fingers-partial,"[{'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-light-skin-tone', 'character': '🫰🏻'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-light-skin-tone', 'character': '🫰🏼'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-skin-tone', 'character': '🫰🏽'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-dark-skin-tone', 'character': '🫰🏾'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-dark-skin-tone', 'character': '🫰🏿'}]"
e5-0-love-you-gesture,🤟,E5.0 love-you gesture,1F91F,people-body,hand-fingers-partial,"[{'slug': 'e5-0-love-you-gesture-light-skin-tone', 'character': '🤟🏻'}, {'slug': 'e5-0-love-you-gesture-medium-light-skin-tone', 'character': '🤟🏼'}, {'slug': 'e5-0-love-you-gesture-medium-skin-tone', 'character': '🤟🏽'}, {'slug': 'e5-0-love-you-gesture-medium-dark-skin-tone', 'character': '🤟🏾'}, {'slug': 'e5-0-love-you-gesture-dark-skin-tone', 'character': '🤟🏿'}]"
e1-0-sign-of-the-horns,🤘,E1.0 sign of the horns,1F918,people-body,hand-fingers-partial,"[{'slug': 'e1-0-sign-of-the-horns-light-skin-tone', 'character': '🤘🏻'}, {'slug': 'e1-0-sign-of-the-horns-medium-light-skin-tone', 'character': '🤘🏼'}, {'slug': 'e1-0-sign-of-the-horns-medium-skin-tone', 'character': '🤘🏽'}, {'slug': 'e1-0-sign-of-the-horns-medium-dark-skin-tone', 'character': '🤘🏾'}, {'slug': 'e1-0-sign-of-the-horns-dark-skin-tone', 'character': '🤘🏿'}]"
e3-0-call-me-hand,🤙,E3.0 call me hand,1F919,people-body,hand-fingers-partial,"[{'slug': 'e3-0-call-me-hand-light-skin-tone', 'character': '🤙🏻'}, {'slug': 'e3-0-call-me-hand-medium-light-skin-tone', 'character': '🤙🏼'}, {'slug': 'e3-0-call-me-hand-medium-skin-tone', 'character': '🤙🏽'}, {'slug': 'e3-0-call-me-hand-medium-dark-skin-tone', 'character': '🤙🏾'}, {'slug': 'e3-0-call-me-hand-dark-skin-tone', 'character': '🤙🏿'}]"
e0-6-backhand-index-pointing-left,👈,E0.6 backhand index pointing left,1F448,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-left-light-skin-tone', 'character': '👈🏻'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-light-skin-tone', 'character': '👈🏼'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-skin-tone', 'character': '👈🏽'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-dark-skin-tone', 'character': '👈🏾'}, {'slug': 'e1-0-backhand-index-pointing-left-dark-skin-tone', 'character': '👈🏿'}]"
e0-6-backhand-index-pointing-right,👉,E0.6 backhand index pointing right,1F449,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-right-light-skin-tone', 'character': '👉🏻'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-light-skin-tone', 'character': '👉🏼'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-skin-tone', 'character': '👉🏽'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-dark-skin-tone', 'character': '👉🏾'}, {'slug': 'e1-0-backhand-index-pointing-right-dark-skin-tone', 'character': '👉🏿'}]"
e0-6-backhand-index-pointing-up,👆,E0.6 backhand index pointing up,1F446,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-up-light-skin-tone', 'character': '👆🏻'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-light-skin-tone', 'character': '👆🏼'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-skin-tone', 'character': '👆🏽'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-dark-skin-tone', 'character': '👆🏾'}, {'slug': 'e1-0-backhand-index-pointing-up-dark-skin-tone', 'character': '👆🏿'}]"
e1-0-middle-finger,🖕,E1.0 middle finger,1F595,people-body,hand-single-finger,"[{'slug': 'e1-0-middle-finger-light-skin-tone', 'character': '🖕🏻'}, {'slug': 'e1-0-middle-finger-medium-light-skin-tone', 'character': '🖕🏼'}, {'slug': 'e1-0-middle-finger-medium-skin-tone', 'character': '🖕🏽'}, {'slug': 'e1-0-middle-finger-medium-dark-skin-tone', 'character': '🖕🏾'}, {'slug': 'e1-0-middle-finger-dark-skin-tone', 'character': '🖕🏿'}]"
e0-6-backhand-index-pointing-down,👇,E0.6 backhand index pointing down,1F447,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-down-light-skin-tone', 'character': '👇🏻'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-light-skin-tone', 'character': '👇🏼'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-skin-tone', 'character': '👇🏽'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-dark-skin-tone', 'character': '👇🏾'}, {'slug': 'e1-0-backhand-index-pointing-down-dark-skin-tone', 'character': '👇🏿'}]"
e0-6-index-pointing-up,☝️,E0.6 index pointing up,261D FE0F,people-body,hand-single-finger,
e1-0-index-pointing-up-light-skin-tone,☝🏻,E1.0 index pointing up: light skin tone,261D 1F3FB,people-body,hand-single-finger,
e1-0-index-pointing-up-medium-light-skin-tone,☝🏼,E1.0 index pointing up: medium-light skin tone,261D 1F3FC,people-body,hand-single-finger,
e1-0-index-pointing-up-medium-skin-tone,☝🏽,E1.0 index pointing up: medium skin tone,261D 1F3FD,people-body,hand-single-finger,
e1-0-index-pointing-up-medium-dark-skin-tone,☝🏾,E1.0 index pointing up: medium-dark skin tone,261D 1F3FE,people-body,hand-single-finger,
e1-0-index-pointing-up-dark-skin-tone,☝🏿,E1.0 index pointing up: dark skin tone,261D 1F3FF,people-body,hand-single-finger,
e14-0-index-pointing-at-the-viewer,🫵,E14.0 index pointing at the viewer,1FAF5,people-body,hand-single-finger,"[{'slug': 'e14-0-index-pointing-at-the-viewer-light-skin-tone', 'character': '🫵🏻'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-light-skin-tone', 'character': '🫵🏼'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-skin-tone', 'character': '🫵🏽'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-dark-skin-tone', 'character': '🫵🏾'}, {'slug': 'e14-0-index-pointing-at-the-viewer-dark-skin-tone', 'character': '🫵🏿'}]"
e0-6-thumbs-up,👍,E0.6 thumbs up,1F44D,people-body,hand-fingers-closed,"[{'slug': 'e1-0-thumbs-up-light-skin-tone', 'character': '👍🏻'}, {'slug': 'e1-0-thumbs-up-medium-light-skin-tone', 'character': '👍🏼'}, {'slug': 'e1-0-thumbs-up-medium-skin-tone', 'character': '👍🏽'}, {'slug': 'e1-0-thumbs-up-medium-dark-skin-tone', 'character': '👍🏾'}, {'slug': 'e1-0-thumbs-up-dark-skin-tone', 'character': '👍🏿'}]"
e0-6-thumbs-down,👎,E0.6 thumbs down,1F44E,people-body,hand-fingers-closed,"[{'slug': 'e1-0-thumbs-down-light-skin-tone', 'character': '👎🏻'}, {'slug': 'e1-0-thumbs-down-medium-light-skin-tone', 'character': '👎🏼'}, {'slug': 'e1-0-thumbs-down-medium-skin-tone', 'character': '👎🏽'}, {'slug': 'e1-0-thumbs-down-medium-dark-skin-tone', 'character': '👎🏾'}, {'slug': 'e1-0-thumbs-down-dark-skin-tone', 'character': '👎🏿'}]"
e0-6-raised-fist,✊,E0.6 raised fist,270A,people-body,hand-fingers-closed,"[{'slug': 'e1-0-raised-fist-light-skin-tone', 'character': '✊🏻'}, {'slug': 'e1-0-raised-fist-medium-light-skin-tone', 'character': '✊🏼'}, {'slug': 'e1-0-raised-fist-medium-skin-tone', 'character': '✊🏽'}, {'slug': 'e1-0-raised-fist-medium-dark-skin-tone', 'character': '✊🏾'}, {'slug': 'e1-0-raised-fist-dark-skin-tone', 'character': '✊🏿'}]"
e0-6-oncoming-fist,👊,E0.6 oncoming fist,1F44A,people-body,hand-fingers-closed,"[{'slug': 'e1-0-oncoming-fist-light-skin-tone', 'character': '👊🏻'}, {'slug': 'e1-0-oncoming-fist-medium-light-skin-tone', 'character': '👊🏼'}, {'slug': 'e1-0-oncoming-fist-medium-skin-tone', 'character': '👊🏽'}, {'slug': 'e1-0-oncoming-fist-medium-dark-skin-tone', 'character': '👊🏾'}, {'slug': 'e1-0-oncoming-fist-dark-skin-tone', 'character': '👊🏿'}]"
e3-0-left-facing-fist,🤛,E3.0 left-facing fist,1F91B,people-body,hand-fingers-closed,"[{'slug': 'e3-0-left-facing-fist-light-skin-tone', 'character': '🤛🏻'}, {'slug': 'e3-0-left-facing-fist-medium-light-skin-tone', 'character': '🤛🏼'}, {'slug': 'e3-0-left-facing-fist-medium-skin-tone', 'character': '🤛🏽'}, {'slug': 'e3-0-left-facing-fist-medium-dark-skin-tone', 'character': '🤛🏾'}, {'slug': 'e3-0-left-facing-fist-dark-skin-tone', 'character': '🤛🏿'}]"
e3-0-right-facing-fist,🤜,E3.0 right-facing fist,1F91C,people-body,hand-fingers-closed,"[{'slug': 'e3-0-right-facing-fist-light-skin-tone', 'character': '🤜🏻'}, {'slug': 'e3-0-right-facing-fist-medium-light-skin-tone', 'character': '🤜🏼'}, {'slug': 'e3-0-right-facing-fist-medium-skin-tone', 'character': '🤜🏽'}, {'slug': 'e3-0-right-facing-fist-medium-dark-skin-tone', 'character': '🤜🏾'}, {'slug': 'e3-0-right-facing-fist-dark-skin-tone', 'character': '🤜🏿'}]"
e0-6-clapping-hands,👏,E0.6 clapping hands,1F44F,people-body,hands,"[{'slug': 'e1-0-clapping-hands-light-skin-tone', 'character': '👏🏻'}, {'slug': 'e1-0-clapping-hands-medium-light-skin-tone', 'character': '👏🏼'}, {'slug': 'e1-0-clapping-hands-medium-skin-tone', 'character': '👏🏽'}, {'slug': 'e1-0-clapping-hands-medium-dark-skin-tone', 'character': '👏🏾'}, {'slug': 'e1-0-clapping-hands-dark-skin-tone', 'character': '👏🏿'}]"
e0-6-raising-hands,🙌,E0.6 raising hands,1F64C,people-body,hands,"[{'slug': 'e1-0-raising-hands-light-skin-tone', 'character': '🙌🏻'}, {'slug': 'e1-0-raising-hands-medium-light-skin-tone', 'character': '🙌🏼'}, {'slug': 'e1-0-raising-hands-medium-skin-tone', 'character': '🙌🏽'}, {'slug': 'e1-0-raising-hands-medium-dark-skin-tone', 'character': '🙌🏾'}, {'slug': 'e1-0-raising-hands-dark-skin-tone', 'character': '🙌🏿'}]"
e14-0-heart-hands,🫶,E14.0 heart hands,1FAF6,people-body,hands,"[{'slug': 'e14-0-heart-hands-light-skin-tone', 'character': '🫶🏻'}, {'slug': 'e14-0-heart-hands-medium-light-skin-tone', 'character': '🫶🏼'}, {'slug': 'e14-0-heart-hands-medium-skin-tone', 'character': '🫶🏽'}, {'slug': 'e14-0-heart-hands-medium-dark-skin-tone', 'character': '🫶🏾'}, {'slug': 'e14-0-heart-hands-dark-skin-tone', 'character': '🫶🏿'}]"
e0-6-open-hands,👐,E0.6 open hands,1F450,people-body,hands,"[{'slug': 'e1-0-open-hands-light-skin-tone', 'character': '👐🏻'}, {'slug': 'e1-0-open-hands-medium-light-skin-tone', 'character': '👐🏼'}, {'slug': 'e1-0-open-hands-medium-skin-tone', 'character': '👐🏽'}, {'slug': 'e1-0-open-hands-medium-dark-skin-tone', 'character': '👐🏾'}, {'slug': 'e1-0-open-hands-dark-skin-tone', 'character': '👐🏿'}]"
e5-0-palms-up-together,🤲,E5.0 palms up together,1F932,people-body,hands,"[{'slug': 'e5-0-palms-up-together-light-skin-tone', 'character': '🤲🏻'}, {'slug': 'e5-0-palms-up-together-medium-light-skin-tone', 'character': '🤲🏼'}, {'slug': 'e5-0-palms-up-together-medium-skin-tone', 'character': '🤲🏽'}, {'slug': 'e5-0-palms-up-together-medium-dark-skin-tone', 'character': '🤲🏾'}, {'slug': 'e5-0-palms-up-together-dark-skin-tone', 'character': '🤲🏿'}]"
e3-0-handshake,🤝,E3.0 handshake,1F91D,people-body,hands,"[{'slug': 'e14-0-handshake-light-skin-tone', 'character': '🤝🏻'}, {'slug': 'e14-0-handshake-medium-light-skin-tone', 'character': '🤝🏼'}, {'slug': 'e14-0-handshake-medium-skin-tone', 'character': '🤝🏽'}, {'slug': 'e14-0-handshake-medium-dark-skin-tone', 'character': '🤝🏾'}, {'slug': 'e14-0-handshake-dark-skin-tone', 'character': '🤝🏿'}]"
e14-0-handshake-light-skin-tone-medium-light-skin-tone,🫱🏻‍🫲🏼,"E14.0 handshake: light skin tone, medium-light skin tone",1FAF1 1F3FB 200D 1FAF2 1F3FC,people-body,hands,
e0-6-folded-hands,🙏,E0.6 folded hands,1F64F,people-body,hands,"[{'slug': 'e1-0-folded-hands-light-skin-tone', 'character': '🙏🏻'}, {'slug': 'e1-0-folded-hands-medium-light-skin-tone', 'character': '🙏🏼'}, {'slug': 'e1-0-folded-hands-medium-skin-tone', 'character': '🙏🏽'}, {'slug': 'e1-0-folded-hands-medium-dark-skin-tone', 'character': '🙏🏾'}, {'slug': 'e1-0-folded-hands-dark-skin-tone', 'character': '🙏🏿'}]"
e0-7-writing-hand,✍️,E0.7 writing hand,270D FE0F,people-body,hand-prop,
e1-0-writing-hand-light-skin-tone,✍🏻,E1.0 writing hand: light skin tone,270D 1F3FB,people-body,hand-prop,
e1-0-writing-hand-medium-light-skin-tone,✍🏼,E1.0 writing hand: medium-light skin tone,270D 1F3FC,people-body,hand-prop,
e1-0-writing-hand-medium-skin-tone,✍🏽,E1.0 writing hand: medium skin tone,270D 1F3FD,people-body,hand-prop,
e1-0-writing-hand-medium-dark-skin-tone,✍🏾,E1.0 writing hand: medium-dark skin tone,270D 1F3FE,people-body,hand-prop,
e1-0-writing-hand-dark-skin-tone,✍🏿,E1.0 writing hand: dark skin tone,270D 1F3FF,people-body,hand-prop,
e0-6-nail-polish,💅,E0.6 nail polish,1F485,people-body,hand-prop,"[{'slug': 'e1-0-nail-polish-light-skin-tone', 'character': '💅🏻'}, {'slug': 'e1-0-nail-polish-medium-light-skin-tone', 'character': '💅🏼'}, {'slug': 'e1-0-nail-polish-medium-skin-tone', 'character': '💅🏽'}, {'slug': 'e1-0-nail-polish-medium-dark-skin-tone', 'character': '💅🏾'}, {'slug': 'e1-0-nail-polish-dark-skin-tone', 'character': '💅🏿'}]"
e3-0-selfie,🤳,E3.0 selfie,1F933,people-body,hand-prop,"[{'slug': 'e3-0-selfie-light-skin-tone', 'character': '🤳🏻'}, {'slug': 'e3-0-selfie-medium-light-skin-tone', 'character': '🤳🏼'}, {'slug': 'e3-0-selfie-medium-skin-tone', 'character': '🤳🏽'}, {'slug': 'e3-0-selfie-medium-dark-skin-tone', 'character': '🤳🏾'}, {'slug': 'e3-0-selfie-dark-skin-tone', 'character': '🤳🏿'}]"
e0-6-flexed-biceps,💪,E0.6 flexed biceps,1F4AA,people-body,body-parts,"[{'slug': 'e1-0-flexed-biceps-light-skin-tone', 'character': '💪🏻'}, {'slug': 'e1-0-flexed-biceps-medium-light-skin-tone', 'character': '💪🏼'}, {'slug': 'e1-0-flexed-biceps-medium-skin-tone', 'character': '💪🏽'}, {'slug': 'e1-0-flexed-biceps-medium-dark-skin-tone', 'character': '💪🏾'}, {'slug': 'e1-0-flexed-biceps-dark-skin-tone', 'character': '💪🏿'}]"
e12-0-mechanical-arm,🦾,E12.0 mechanical arm,1F9BE,people-body,body-parts,
e12-0-mechanical-leg,🦿,E12.0 mechanical leg,1F9BF,people-body,body-parts,
e11-0-leg,🦵,E11.0 leg,1F9B5,people-body,body-parts,"[{'slug': 'e11-0-leg-light-skin-tone', 'character': '🦵🏻'}, {'slug': 'e11-0-leg-medium-light-skin-tone', 'character': '🦵🏼'}, {'slug': 'e11-0-leg-medium-skin-tone', 'character': '🦵🏽'}, {'slug': 'e11-0-leg-medium-dark-skin-tone', 'character': '🦵🏾'}, {'slug': 'e11-0-leg-dark-skin-tone', 'character': '🦵🏿'}]"
e11-0-foot,🦶,E11.0 foot,1F9B6,people-body,body-parts,"[{'slug': 'e11-0-foot-light-skin-tone', 'character': '🦶🏻'}, {'slug': 'e11-0-foot-medium-light-skin-tone', 'character': '🦶🏼'}, {'slug': 'e11-0-foot-medium-skin-tone', 'character': '🦶🏽'}, {'slug': 'e11-0-foot-medium-dark-skin-tone', 'character': '🦶🏾'}, {'slug': 'e11-0-foot-dark-skin-tone', 'character': '🦶🏿'}]"
e0-6-ear,👂,E0.6 ear,1F442,people-body,body-parts,"[{'slug': 'e1-0-ear-light-skin-tone', 'character': '👂🏻'}, {'slug': 'e1-0-ear-medium-light-skin-tone', 'character': '👂🏼'}, {'slug': 'e1-0-ear-medium-skin-tone', 'character': '👂🏽'}, {'slug': 'e1-0-ear-medium-dark-skin-tone', 'character': '👂🏾'}, {'slug': 'e1-0-ear-dark-skin-tone', 'character': '👂🏿'}]"
e12-0-ear-with-hearing-aid,🦻,E12.0 ear with hearing aid,1F9BB,people-body,body-parts,"[{'slug': 'e12-0-ear-with-hearing-aid-light-skin-tone', 'character': '🦻🏻'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-light-skin-tone', 'character': '🦻🏼'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-skin-tone', 'character': '🦻🏽'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-dark-skin-tone', 'character': '🦻🏾'}, {'slug': 'e12-0-ear-with-hearing-aid-dark-skin-tone', 'character': '🦻🏿'}]"
e0-6-nose,👃,E0.6 nose,1F443,people-body,body-parts,"[{'slug': 'e1-0-nose-light-skin-tone', 'character': '👃🏻'}, {'slug': 'e1-0-nose-medium-light-skin-tone', 'character': '👃🏼'}, {'slug': 'e1-0-nose-medium-skin-tone', 'character': '👃🏽'}, {'slug': 'e1-0-nose-medium-dark-skin-tone', 'character': '👃🏾'}, {'slug': 'e1-0-nose-dark-skin-tone', 'character': '👃🏿'}]"
e5-0-brain,🧠,E5.0 brain,1F9E0,people-body,body-parts,
e13-0-anatomical-heart,🫀,E13.0 anatomical heart,1FAC0,people-body,body-parts,
e13-0-lungs,🫁,E13.0 lungs,1FAC1,people-body,body-parts,
e11-0-tooth,🦷,E11.0 tooth,1F9B7,people-body,body-parts,
e11-0-bone,🦴,E11.0 bone,1F9B4,people-body,body-parts,
e0-6-eyes,👀,E0.6 eyes,1F440,people-body,body-parts,
e0-7-eye,👁️,E0.7 eye,1F441 FE0F,people-body,body-parts,
e0-6-tongue,👅,E0.6 tongue,1F445,people-body,body-parts,
e0-6-mouth,👄,E0.6 mouth,1F444,people-body,body-parts,
e14-0-biting-lip,🫦,E14.0 biting lip,1FAE6,people-body,body-parts,
e0-6-baby,👶,E0.6 baby,1F476,people-body,person,"[{'slug': 'e1-0-baby-light-skin-tone', 'character': '👶🏻'}, {'slug': 'e1-0-baby-medium-light-skin-tone', 'character': '👶🏼'}, {'slug': 'e1-0-baby-medium-skin-tone', 'character': '👶🏽'}, {'slug': 'e1-0-baby-medium-dark-skin-tone', 'character': '👶🏾'}, {'slug': 'e1-0-baby-dark-skin-tone', 'character': '👶🏿'}]"
e5-0-child,🧒,E5.0 child,1F9D2,people-body,person,"[{'slug': 'e5-0-child-light-skin-tone', 'character': '🧒🏻'}, {'slug': 'e5-0-child-medium-light-skin-tone', 'character': '🧒🏼'}, {'slug': 'e5-0-child-medium-skin-tone', 'character': '🧒🏽'}, {'slug': 'e5-0-child-medium-dark-skin-tone', 'character': '🧒🏾'}, {'slug': 'e5-0-child-dark-skin-tone', 'character': '🧒🏿'}]"
e0-6-boy,👦,E0.6 boy,1F466,people-body,person,"[{'slug': 'e1-0-boy-light-skin-tone', 'character': '👦🏻'}, {'slug': 'e1-0-boy-medium-light-skin-tone', 'character': '👦🏼'}, {'slug': 'e1-0-boy-medium-skin-tone', 'character': '👦🏽'}, {'slug': 'e1-0-boy-medium-dark-skin-tone', 'character': '👦🏾'}, {'slug': 'e1-0-boy-dark-skin-tone', 'character': '👦🏿'}]"
e0-6-girl,👧,E0.6 girl,1F467,people-body,person,"[{'slug': 'e1-0-girl-light-skin-tone', 'character': '👧🏻'}, {'slug': 'e1-0-girl-medium-light-skin-tone', 'character': '👧🏼'}, {'slug': 'e1-0-girl-medium-skin-tone', 'character': '👧🏽'}, {'slug': 'e1-0-girl-medium-dark-skin-tone', 'character': '👧🏾'}, {'slug': 'e1-0-girl-dark-skin-tone', 'character': '👧🏿'}]"
