slug,character,unicodeName,codePoint,group,subGroup,variants,description
e0-6-snowboarder,🏂,E0.6 snowboarder,1F3C2,people-body,person-sport,"[{'slug': 'e1-0-snowboarder-light-skin-tone', 'character': '🏂🏻'}, {'slug': 'e1-0-snowboarder-medium-light-skin-tone', 'character': '🏂🏼'}, {'slug': 'e1-0-snowboarder-medium-skin-tone', 'character': '🏂🏽'}, {'slug': 'e1-0-snowboarder-medium-dark-skin-tone', 'character': '🏂🏾'}, {'slug': 'e1-0-snowboarder-dark-skin-tone', 'character': '🏂🏿'}]",snowboarder
e0-7-person-golfing,🏌️,E0.7 person golfing,1F3CC FE0F,people-body,person-sport,,person golfing
e4-0-person-golfing-light-skin-tone,🏌🏻,E4.0 person golfing: light skin tone,1F3CC 1F3FB,people-body,person-sport,,person golfing: light skin tone
e4-0-person-golfing-medium-light-skin-tone,🏌🏼,E4.0 person golfing: medium-light skin tone,1F3CC 1F3FC,people-body,person-sport,,person golfing: medium-light skin tone
e4-0-person-golfing-medium-skin-tone,🏌🏽,E4.0 person golfing: medium skin tone,1F3CC 1F3FD,people-body,person-sport,,person golfing: medium skin tone
e4-0-person-golfing-medium-dark-skin-tone,🏌🏾,E4.0 person golfing: medium-dark skin tone,1F3CC 1F3FE,people-body,person-sport,,person golfing: medium-dark skin tone
e4-0-person-golfing-dark-skin-tone,🏌🏿,E4.0 person golfing: dark skin tone,1F3CC 1F3FF,people-body,person-sport,,person golfing: dark skin tone
e4-0-man-golfing,🏌️‍♂️,E4.0 man golfing,1F3CC FE0F 200D 2642 FE0F,people-body,person-sport,,man golfing
e4-0-man-golfing-light-skin-tone,🏌🏻‍♂️,E4.0 man golfing: light skin tone,1F3CC 1F3FB 200D 2642 FE0F,people-body,person-sport,,man golfing: light skin tone
e4-0-man-golfing-medium-light-skin-tone,🏌🏼‍♂️,E4.0 man golfing: medium-light skin tone,1F3CC 1F3FC 200D 2642 FE0F,people-body,person-sport,,man golfing: medium-light skin tone
e4-0-man-golfing-medium-skin-tone,🏌🏽‍♂️,E4.0 man golfing: medium skin tone,1F3CC 1F3FD 200D 2642 FE0F,people-body,person-sport,,man golfing: medium skin tone
e4-0-man-golfing-medium-dark-skin-tone,🏌🏾‍♂️,E4.0 man golfing: medium-dark skin tone,1F3CC 1F3FE 200D 2642 FE0F,people-body,person-sport,,man golfing: medium-dark skin tone
e4-0-man-golfing-dark-skin-tone,🏌🏿‍♂️,E4.0 man golfing: dark skin tone,1F3CC 1F3FF 200D 2642 FE0F,people-body,person-sport,,man golfing: dark skin tone
e4-0-woman-golfing,🏌️‍♀️,E4.0 woman golfing,1F3CC FE0F 200D 2640 FE0F,people-body,person-sport,,woman golfing
e4-0-woman-golfing-light-skin-tone,🏌🏻‍♀️,E4.0 woman golfing: light skin tone,1F3CC 1F3FB 200D 2640 FE0F,people-body,person-sport,,woman golfing: light skin tone
e4-0-woman-golfing-medium-light-skin-tone,🏌🏼‍♀️,E4.0 woman golfing: medium-light skin tone,1F3CC 1F3FC 200D 2640 FE0F,people-body,person-sport,,woman golfing: medium-light skin tone
e4-0-woman-golfing-medium-skin-tone,🏌🏽‍♀️,E4.0 woman golfing: medium skin tone,1F3CC 1F3FD 200D 2640 FE0F,people-body,person-sport,,woman golfing: medium skin tone
e4-0-woman-golfing-medium-dark-skin-tone,🏌🏾‍♀️,E4.0 woman golfing: medium-dark skin tone,1F3CC 1F3FE 200D 2640 FE0F,people-body,person-sport,,woman golfing: medium-dark skin tone
e4-0-woman-golfing-dark-skin-tone,🏌🏿‍♀️,E4.0 woman golfing: dark skin tone,1F3CC 1F3FF 200D 2640 FE0F,people-body,person-sport,,woman golfing: dark skin tone
e0-6-person-surfing,🏄,E0.6 person surfing,1F3C4,people-body,person-sport,"[{'slug': 'e1-0-person-surfing-light-skin-tone', 'character': '🏄🏻'}, {'slug': 'e1-0-person-surfing-medium-light-skin-tone', 'character': '🏄🏼'}, {'slug': 'e1-0-person-surfing-medium-skin-tone', 'character': '🏄🏽'}, {'slug': 'e1-0-person-surfing-medium-dark-skin-tone', 'character': '🏄🏾'}, {'slug': 'e1-0-person-surfing-dark-skin-tone', 'character': '🏄🏿'}, {'slug': 'e4-0-man-surfing', 'character': '🏄\u200d♂️'}, {'slug': 'e4-0-man-surfing-light-skin-tone', 'character': '🏄🏻\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-light-skin-tone', 'character': '🏄🏼\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-skin-tone', 'character': '🏄🏽\u200d♂️'}, {'slug': 'e4-0-man-surfing-medium-dark-skin-tone', 'character': '🏄🏾\u200d♂️'}, {'slug': 'e4-0-man-surfing-dark-skin-tone', 'character': '🏄🏿\u200d♂️'}, {'slug': 'e4-0-woman-surfing', 'character': '🏄\u200d♀️'}, {'slug': 'e4-0-woman-surfing-light-skin-tone', 'character': '🏄🏻\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-light-skin-tone', 'character': '🏄🏼\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-skin-tone', 'character': '🏄🏽\u200d♀️'}, {'slug': 'e4-0-woman-surfing-medium-dark-skin-tone', 'character': '🏄🏾\u200d♀️'}, {'slug': 'e4-0-woman-surfing-dark-skin-tone', 'character': '🏄🏿\u200d♀️'}]",person surfing
e1-0-person-rowing-boat,🚣,E1.0 person rowing boat,1F6A3,people-body,person-sport,"[{'slug': 'e1-0-person-rowing-boat-light-skin-tone', 'character': '🚣🏻'}, {'slug': 'e1-0-person-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼'}, {'slug': 'e1-0-person-rowing-boat-medium-skin-tone', 'character': '🚣🏽'}, {'slug': 'e1-0-person-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾'}, {'slug': 'e1-0-person-rowing-boat-dark-skin-tone', 'character': '🚣🏿'}, {'slug': 'e4-0-man-rowing-boat', 'character': '🚣\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-light-skin-tone', 'character': '🚣🏻\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-skin-tone', 'character': '🚣🏽\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾\u200d♂️'}, {'slug': 'e4-0-man-rowing-boat-dark-skin-tone', 'character': '🚣🏿\u200d♂️'}, {'slug': 'e4-0-woman-rowing-boat', 'character': '🚣\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-light-skin-tone', 'character': '🚣🏻\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-light-skin-tone', 'character': '🚣🏼\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-skin-tone', 'character': '🚣🏽\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-medium-dark-skin-tone', 'character': '🚣🏾\u200d♀️'}, {'slug': 'e4-0-woman-rowing-boat-dark-skin-tone', 'character': '🚣🏿\u200d♀️'}]",person rowing boat
e0-6-person-swimming,🏊,E0.6 person swimming,1F3CA,people-body,person-sport,"[{'slug': 'e1-0-person-swimming-light-skin-tone', 'character': '🏊🏻'}, {'slug': 'e1-0-person-swimming-medium-light-skin-tone', 'character': '🏊🏼'}, {'slug': 'e1-0-person-swimming-medium-skin-tone', 'character': '🏊🏽'}, {'slug': 'e1-0-person-swimming-medium-dark-skin-tone', 'character': '🏊🏾'}, {'slug': 'e1-0-person-swimming-dark-skin-tone', 'character': '🏊🏿'}, {'slug': 'e4-0-man-swimming', 'character': '🏊\u200d♂️'}, {'slug': 'e4-0-man-swimming-light-skin-tone', 'character': '🏊🏻\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-light-skin-tone', 'character': '🏊🏼\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-skin-tone', 'character': '🏊🏽\u200d♂️'}, {'slug': 'e4-0-man-swimming-medium-dark-skin-tone', 'character': '🏊🏾\u200d♂️'}, {'slug': 'e4-0-man-swimming-dark-skin-tone', 'character': '🏊🏿\u200d♂️'}, {'slug': 'e4-0-woman-swimming', 'character': '🏊\u200d♀️'}, {'slug': 'e4-0-woman-swimming-light-skin-tone', 'character': '🏊🏻\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-light-skin-tone', 'character': '🏊🏼\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-skin-tone', 'character': '🏊🏽\u200d♀️'}, {'slug': 'e4-0-woman-swimming-medium-dark-skin-tone', 'character': '🏊🏾\u200d♀️'}, {'slug': 'e4-0-woman-swimming-dark-skin-tone', 'character': '🏊🏿\u200d♀️'}]",person swimming
e0-7-person-bouncing-ball,⛹️,E0.7 person bouncing ball,26F9 FE0F,people-body,person-sport,,person bouncing ball
e2-0-person-bouncing-ball-light-skin-tone,⛹🏻,E2.0 person bouncing ball: light skin tone,26F9 1F3FB,people-body,person-sport,,person bouncing ball: light skin tone
e2-0-person-bouncing-ball-medium-light-skin-tone,⛹🏼,E2.0 person bouncing ball: medium-light skin tone,26F9 1F3FC,people-body,person-sport,,person bouncing ball: medium-light skin tone
e2-0-person-bouncing-ball-medium-skin-tone,⛹🏽,E2.0 person bouncing ball: medium skin tone,26F9 1F3FD,people-body,person-sport,,person bouncing ball: medium skin tone
e2-0-person-bouncing-ball-medium-dark-skin-tone,⛹🏾,E2.0 person bouncing ball: medium-dark skin tone,26F9 1F3FE,people-body,person-sport,,person bouncing ball: medium-dark skin tone
e2-0-person-bouncing-ball-dark-skin-tone,⛹🏿,E2.0 person bouncing ball: dark skin tone,26F9 1F3FF,people-body,person-sport,,person bouncing ball: dark skin tone
e4-0-man-bouncing-ball,⛹️‍♂️,E4.0 man bouncing ball,26F9 FE0F 200D 2642 FE0F,people-body,person-sport,,man bouncing ball
e4-0-man-bouncing-ball-light-skin-tone,⛹🏻‍♂️,E4.0 man bouncing ball: light skin tone,26F9 1F3FB 200D 2642 FE0F,people-body,person-sport,,man bouncing ball: light skin tone
e4-0-man-bouncing-ball-medium-light-skin-tone,⛹🏼‍♂️,E4.0 man bouncing ball: medium-light skin tone,26F9 1F3FC 200D 2642 FE0F,people-body,person-sport,,man bouncing ball: medium-light skin tone
e4-0-man-bouncing-ball-medium-skin-tone,⛹🏽‍♂️,E4.0 man bouncing ball: medium skin tone,26F9 1F3FD 200D 2642 FE0F,people-body,person-sport,,man bouncing ball: medium skin tone
e4-0-man-bouncing-ball-medium-dark-skin-tone,⛹🏾‍♂️,E4.0 man bouncing ball: medium-dark skin tone,26F9 1F3FE 200D 2642 FE0F,people-body,person-sport,,man bouncing ball: medium-dark skin tone
e4-0-man-bouncing-ball-dark-skin-tone,⛹🏿‍♂️,E4.0 man bouncing ball: dark skin tone,26F9 1F3FF 200D 2642 FE0F,people-body,person-sport,,man bouncing ball: dark skin tone
e4-0-woman-bouncing-ball,⛹️‍♀️,E4.0 woman bouncing ball,26F9 FE0F 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball
e4-0-woman-bouncing-ball-light-skin-tone,⛹🏻‍♀️,E4.0 woman bouncing ball: light skin tone,26F9 1F3FB 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball: light skin tone
e4-0-woman-bouncing-ball-medium-light-skin-tone,⛹🏼‍♀️,E4.0 woman bouncing ball: medium-light skin tone,26F9 1F3FC 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball: medium-light skin tone
e4-0-woman-bouncing-ball-medium-skin-tone,⛹🏽‍♀️,E4.0 woman bouncing ball: medium skin tone,26F9 1F3FD 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball: medium skin tone
e4-0-woman-bouncing-ball-medium-dark-skin-tone,⛹🏾‍♀️,E4.0 woman bouncing ball: medium-dark skin tone,26F9 1F3FE 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball: medium-dark skin tone
e4-0-woman-bouncing-ball-dark-skin-tone,⛹🏿‍♀️,E4.0 woman bouncing ball: dark skin tone,26F9 1F3FF 200D 2640 FE0F,people-body,person-sport,,woman bouncing ball: dark skin tone
e0-7-person-lifting-weights,🏋️,E0.7 person lifting weights,1F3CB FE0F,people-body,person-sport,,person lifting weights
e2-0-person-lifting-weights-light-skin-tone,🏋🏻,E2.0 person lifting weights: light skin tone,1F3CB 1F3FB,people-body,person-sport,,person lifting weights: light skin tone
e2-0-person-lifting-weights-medium-light-skin-tone,🏋🏼,E2.0 person lifting weights: medium-light skin tone,1F3CB 1F3FC,people-body,person-sport,,person lifting weights: medium-light skin tone
e2-0-person-lifting-weights-medium-skin-tone,🏋🏽,E2.0 person lifting weights: medium skin tone,1F3CB 1F3FD,people-body,person-sport,,person lifting weights: medium skin tone
e2-0-person-lifting-weights-medium-dark-skin-tone,🏋🏾,E2.0 person lifting weights: medium-dark skin tone,1F3CB 1F3FE,people-body,person-sport,,person lifting weights: medium-dark skin tone
e2-0-person-lifting-weights-dark-skin-tone,🏋🏿,E2.0 person lifting weights: dark skin tone,1F3CB 1F3FF,people-body,person-sport,,person lifting weights: dark skin tone
e4-0-man-lifting-weights,🏋️‍♂️,E4.0 man lifting weights,1F3CB FE0F 200D 2642 FE0F,people-body,person-sport,,man lifting weights
e4-0-man-lifting-weights-light-skin-tone,🏋🏻‍♂️,E4.0 man lifting weights: light skin tone,1F3CB 1F3FB 200D 2642 FE0F,people-body,person-sport,,man lifting weights: light skin tone
e4-0-man-lifting-weights-medium-light-skin-tone,🏋🏼‍♂️,E4.0 man lifting weights: medium-light skin tone,1F3CB 1F3FC 200D 2642 FE0F,people-body,person-sport,,man lifting weights: medium-light skin tone
e4-0-man-lifting-weights-medium-skin-tone,🏋🏽‍♂️,E4.0 man lifting weights: medium skin tone,1F3CB 1F3FD 200D 2642 FE0F,people-body,person-sport,,man lifting weights: medium skin tone
e4-0-man-lifting-weights-medium-dark-skin-tone,🏋🏾‍♂️,E4.0 man lifting weights: medium-dark skin tone,1F3CB 1F3FE 200D 2642 FE0F,people-body,person-sport,,man lifting weights: medium-dark skin tone
e4-0-man-lifting-weights-dark-skin-tone,🏋🏿‍♂️,E4.0 man lifting weights: dark skin tone,1F3CB 1F3FF 200D 2642 FE0F,people-body,person-sport,,man lifting weights: dark skin tone
e4-0-woman-lifting-weights,🏋️‍♀️,E4.0 woman lifting weights,1F3CB FE0F 200D 2640 FE0F,people-body,person-sport,,woman lifting weights
e4-0-woman-lifting-weights-light-skin-tone,🏋🏻‍♀️,E4.0 woman lifting weights: light skin tone,1F3CB 1F3FB 200D 2640 FE0F,people-body,person-sport,,woman lifting weights: light skin tone
e4-0-woman-lifting-weights-medium-light-skin-tone,🏋🏼‍♀️,E4.0 woman lifting weights: medium-light skin tone,1F3CB 1F3FC 200D 2640 FE0F,people-body,person-sport,,woman lifting weights: medium-light skin tone
e4-0-woman-lifting-weights-medium-skin-tone,🏋🏽‍♀️,E4.0 woman lifting weights: medium skin tone,1F3CB 1F3FD 200D 2640 FE0F,people-body,person-sport,,woman lifting weights: medium skin tone
e4-0-woman-lifting-weights-medium-dark-skin-tone,🏋🏾‍♀️,E4.0 woman lifting weights: medium-dark skin tone,1F3CB 1F3FE 200D 2640 FE0F,people-body,person-sport,,woman lifting weights: medium-dark skin tone
e4-0-woman-lifting-weights-dark-skin-tone,🏋🏿‍♀️,E4.0 woman lifting weights: dark skin tone,1F3CB 1F3FF 200D 2640 FE0F,people-body,person-sport,,woman lifting weights: dark skin tone
e1-0-person-biking,🚴,E1.0 person biking,1F6B4,people-body,person-sport,"[{'slug': 'e1-0-person-biking-light-skin-tone', 'character': '🚴🏻'}, {'slug': 'e1-0-person-biking-medium-light-skin-tone', 'character': '🚴🏼'}, {'slug': 'e1-0-person-biking-medium-skin-tone', 'character': '🚴🏽'}, {'slug': 'e1-0-person-biking-medium-dark-skin-tone', 'character': '🚴🏾'}, {'slug': 'e1-0-person-biking-dark-skin-tone', 'character': '🚴🏿'}, {'slug': 'e4-0-man-biking', 'character': '🚴\u200d♂️'}, {'slug': 'e4-0-man-biking-light-skin-tone', 'character': '🚴🏻\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-light-skin-tone', 'character': '🚴🏼\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-skin-tone', 'character': '🚴🏽\u200d♂️'}, {'slug': 'e4-0-man-biking-medium-dark-skin-tone', 'character': '🚴🏾\u200d♂️'}, {'slug': 'e4-0-man-biking-dark-skin-tone', 'character': '🚴🏿\u200d♂️'}, {'slug': 'e4-0-woman-biking', 'character': '🚴\u200d♀️'}, {'slug': 'e4-0-woman-biking-light-skin-tone', 'character': '🚴🏻\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-light-skin-tone', 'character': '🚴🏼\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-skin-tone', 'character': '🚴🏽\u200d♀️'}, {'slug': 'e4-0-woman-biking-medium-dark-skin-tone', 'character': '🚴🏾\u200d♀️'}, {'slug': 'e4-0-woman-biking-dark-skin-tone', 'character': '🚴🏿\u200d♀️'}]",person biking
e1-0-person-mountain-biking,🚵,E1.0 person mountain biking,1F6B5,people-body,person-sport,"[{'slug': 'e1-0-person-mountain-biking-light-skin-tone', 'character': '🚵🏻'}, {'slug': 'e1-0-person-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼'}, {'slug': 'e1-0-person-mountain-biking-medium-skin-tone', 'character': '🚵🏽'}, {'slug': 'e1-0-person-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾'}, {'slug': 'e1-0-person-mountain-biking-dark-skin-tone', 'character': '🚵🏿'}, {'slug': 'e4-0-man-mountain-biking', 'character': '🚵\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-light-skin-tone', 'character': '🚵🏻\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-skin-tone', 'character': '🚵🏽\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾\u200d♂️'}, {'slug': 'e4-0-man-mountain-biking-dark-skin-tone', 'character': '🚵🏿\u200d♂️'}, {'slug': 'e4-0-woman-mountain-biking', 'character': '🚵\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-light-skin-tone', 'character': '🚵🏻\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-light-skin-tone', 'character': '🚵🏼\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-skin-tone', 'character': '🚵🏽\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-medium-dark-skin-tone', 'character': '🚵🏾\u200d♀️'}, {'slug': 'e4-0-woman-mountain-biking-dark-skin-tone', 'character': '🚵🏿\u200d♀️'}]",person mountain biking
e3-0-person-cartwheeling,🤸,E3.0 person cartwheeling,1F938,people-body,person-sport,"[{'slug': 'e3-0-person-cartwheeling-light-skin-tone', 'character': '🤸🏻'}, {'slug': 'e3-0-person-cartwheeling-medium-light-skin-tone', 'character': '🤸🏼'}, {'slug': 'e3-0-person-cartwheeling-medium-skin-tone', 'character': '🤸🏽'}, {'slug': 'e3-0-person-cartwheeling-medium-dark-skin-tone', 'character': '🤸🏾'}, {'slug': 'e3-0-person-cartwheeling-dark-skin-tone', 'character': '🤸🏿'}, {'slug': 'e4-0-man-cartwheeling', 'character': '🤸\u200d♂️'}, {'slug': 'e4-0-man-cartwheeling-light-skin-tone', 'character': '🤸🏻\u200d♂️'}, {'slug': 'e4-0-man-cartwheeling-medium-light-skin-tone', 'character': '🤸🏼\u200d♂️'}, {'slug': 'e4-0-man-cartwheeling-medium-skin-tone', 'character': '🤸🏽\u200d♂️'}, {'slug': 'e4-0-man-cartwheeling-medium-dark-skin-tone', 'character': '🤸🏾\u200d♂️'}, {'slug': 'e4-0-man-cartwheeling-dark-skin-tone', 'character': '🤸🏿\u200d♂️'}, {'slug': 'e4-0-woman-cartwheeling', 'character': '🤸\u200d♀️'}, {'slug': 'e4-0-woman-cartwheeling-light-skin-tone', 'character': '🤸🏻\u200d♀️'}, {'slug': 'e4-0-woman-cartwheeling-medium-light-skin-tone', 'character': '🤸🏼\u200d♀️'}, {'slug': 'e4-0-woman-cartwheeling-medium-skin-tone', 'character': '🤸🏽\u200d♀️'}, {'slug': 'e4-0-woman-cartwheeling-medium-dark-skin-tone', 'character': '🤸🏾\u200d♀️'}, {'slug': 'e4-0-woman-cartwheeling-dark-skin-tone', 'character': '🤸🏿\u200d♀️'}]",person cartwheeling
e3-0-people-wrestling,🤼,E3.0 people wrestling,1F93C,people-body,person-sport,"[{'slug': 'e4-0-men-wrestling', 'character': '🤼\u200d♂️'}, {'slug': 'e4-0-women-wrestling', 'character': '🤼\u200d♀️'}]",people wrestling
e3-0-person-playing-water-polo,🤽,E3.0 person playing water polo,1F93D,people-body,person-sport,"[{'slug': 'e3-0-person-playing-water-polo-light-skin-tone', 'character': '🤽🏻'}, {'slug': 'e3-0-person-playing-water-polo-medium-light-skin-tone', 'character': '🤽🏼'}, {'slug': 'e3-0-person-playing-water-polo-medium-skin-tone', 'character': '🤽🏽'}, {'slug': 'e3-0-person-playing-water-polo-medium-dark-skin-tone', 'character': '🤽🏾'}, {'slug': 'e3-0-person-playing-water-polo-dark-skin-tone', 'character': '🤽🏿'}, {'slug': 'e4-0-man-playing-water-polo', 'character': '🤽\u200d♂️'}, {'slug': 'e4-0-man-playing-water-polo-light-skin-tone', 'character': '🤽🏻\u200d♂️'}, {'slug': 'e4-0-man-playing-water-polo-medium-light-skin-tone', 'character': '🤽🏼\u200d♂️'}, {'slug': 'e4-0-man-playing-water-polo-medium-skin-tone', 'character': '🤽🏽\u200d♂️'}, {'slug': 'e4-0-man-playing-water-polo-medium-dark-skin-tone', 'character': '🤽🏾\u200d♂️'}, {'slug': 'e4-0-man-playing-water-polo-dark-skin-tone', 'character': '🤽🏿\u200d♂️'}, {'slug': 'e4-0-woman-playing-water-polo', 'character': '🤽\u200d♀️'}, {'slug': 'e4-0-woman-playing-water-polo-light-skin-tone', 'character': '🤽🏻\u200d♀️'}, {'slug': 'e4-0-woman-playing-water-polo-medium-light-skin-tone', 'character': '🤽🏼\u200d♀️'}, {'slug': 'e4-0-woman-playing-water-polo-medium-skin-tone', 'character': '🤽🏽\u200d♀️'}, {'slug': 'e4-0-woman-playing-water-polo-medium-dark-skin-tone', 'character': '🤽🏾\u200d♀️'}, {'slug': 'e4-0-woman-playing-water-polo-dark-skin-tone', 'character': '🤽🏿\u200d♀️'}]",person playing water polo
