name,category,group,htmlCode,unicode
rolled-up newspaper,objects,objects,['&#128478;'],['U+1F5DE']
bookmark tabs,objects,objects,['&#128209;'],['U+1F4D1']
bookmark,objects,objects,['&#128278;'],['U+1F516']
label,objects,objects,['&#127991;'],['U+1F3F7']
money bag,objects,objects,['&#128176;'],['U+1F4B0']
banknote with yen sign ≊ yen banknote,objects,objects,['&#128180;'],['U+1F4B4']
banknote with dollar sign ≊ dollar banknote,objects,objects,['&#128181;'],['U+1F4B5']
banknote with euro sign ≊ euro banknote,objects,objects,['&#128182;'],['U+1F4B6']
banknote with pound sign ≊ pound banknote,objects,objects,['&#128183;'],['U+1F4B7']
money with wings,objects,objects,['&#128184;'],['U+1F4B8']
credit card,objects,objects,['&#128179;'],['U+1F4B3']
chart with upwards trend and yen sign ≊ chart increasing with yen,objects,objects,['&#128185;'],['U+1F4B9']
currency exchange,objects,objects,['&#128177;'],['U+1F4B1']
heavy dollar sign,objects,objects,['&#128178;'],['U+1F4B2']
envelope,objects,objects,['&#9993;'],['U+2709']
e-mail symbol ≊ e-mail,objects,objects,['&#128231;'],['U+1F4E7']
incoming envelope,objects,objects,['&#128232;'],['U+1F4E8']
envelope with downwards arrow above ≊ envelope with arrow,objects,objects,['&#128233;'],['U+1F4E9']
outbox tray,objects,objects,['&#128228;'],['U+1F4E4']
inbox tray,objects,objects,['&#128229;'],['U+1F4E5']
package,objects,objects,['&#128230;'],['U+1F4E6']
closed mailbox with raised flag,objects,objects,['&#128235;'],['U+1F4EB']
closed mailbox with lowered flag,objects,objects,['&#128234;'],['U+1F4EA']
open mailbox with raised flag,objects,objects,['&#128236;'],['U+1F4EC']
open mailbox with lowered flag,objects,objects,['&#128237;'],['U+1F4ED']
postbox,objects,objects,['&#128238;'],['U+1F4EE']
ballot box with ballot,objects,objects,['&#128499;'],['U+1F5F3']
pencil,objects,objects,['&#9999;'],['U+270F']
black nib,objects,objects,['&#10002;'],['U+2712']
lower left fountain pen ≊ fountain pen,objects,objects,['&#128395;'],['U+1F58B']
lower left ballpoint pen ≊ pen,objects,objects,['&#128394;'],['U+1F58A']
lower left paintbrush ≊ paintbrush,objects,objects,['&#128396;'],['U+1F58C']
lower left crayon ≊ crayon,objects,objects,['&#128397;'],['U+1F58D']
memo,objects,objects,['&#128221;'],['U+1F4DD']
briefcase,objects,objects,['&#128188;'],['U+1F4BC']
file folder,objects,objects,['&#128193;'],['U+1F4C1']
open file folder,objects,objects,['&#128194;'],['U+1F4C2']
card index dividers,objects,objects,['&#128450;'],['U+1F5C2']
calendar,objects,objects,['&#128197;'],['U+1F4C5']
tear-off calendar,objects,objects,['&#128198;'],['U+1F4C6']
spiral note pad ≊ spiral notepad,objects,objects,['&#128466;'],['U+1F5D2']
spiral calendar pad ≊ spiral calendar,objects,objects,['&#128467;'],['U+1F5D3']
card index,objects,objects,['&#128199;'],['U+1F4C7']
chart with upwards trend ≊ chart increasing,objects,objects,['&#128200;'],['U+1F4C8']
chart with downwards trend ≊ chart decreasing,objects,objects,['&#128201;'],['U+1F4C9']
bar chart,objects,objects,['&#128202;'],['U+1F4CA']
clipboard,objects,objects,['&#128203;'],['U+1F4CB']
pushpin,objects,objects,['&#128204;'],['U+1F4CC']
round pushpin,objects,objects,['&#128205;'],['U+1F4CD']
paperclip,objects,objects,['&#128206;'],['U+1F4CE']
linked paperclips,objects,objects,['&#128391;'],['U+1F587']
straight ruler,objects,objects,['&#128207;'],['U+1F4CF']
triangular ruler,objects,objects,['&#128208;'],['U+1F4D0']
black scissors ≊ scissors,objects,objects,['&#9986;'],['U+2702']
card file box,objects,objects,['&#128451;'],['U+1F5C3']
file cabinet,objects,objects,['&#128452;'],['U+1F5C4']
wastebasket,objects,objects,['&#128465;'],['U+1F5D1']
lock,objects,objects,['&#128274;'],['U+1F512']
open lock,objects,objects,['&#128275;'],['U+1F513']
lock with ink pen ≊ lock with pen,objects,objects,['&#128271;'],['U+1F50F']
closed lock with key,objects,objects,['&#128272;'],['U+1F510']
key,objects,objects,['&#128273;'],['U+1F511']
old key,objects,objects,['&#128477;'],['U+1F5DD']
hammer,objects,objects,['&#128296;'],['U+1F528']
pick,objects,objects,['&#9935;'],['U+26CF']
hammer and pick,objects,objects,['&#9874;'],['U+2692']
hammer and wrench,objects,objects,['&#128736;'],['U+1F6E0']
dagger knife ≊ dagger,objects,objects,['&#128481;'],['U+1F5E1']
crossed swords,objects,objects,['&#9876;'],['U+2694']
pistol,objects,objects,['&#128299;'],['U+1F52B']
bow and arrow,objects,objects,['&#127993;'],['U+1F3F9']
shield,objects,objects,['&#128737;'],['U+1F6E1']
wrench,objects,objects,['&#128295;'],['U+1F527']
nut and bolt,objects,objects,['&#128297;'],['U+1F529']
gear,objects,objects,['&#9881;'],['U+2699']
compression,objects,objects,['&#128476;'],['U+1F5DC']
alembic,objects,objects,['&#9879;'],['U+2697']
scales ≊ balance scale,objects,objects,['&#9878;'],['U+2696']
link symbol ≊ link,objects,objects,['&#128279;'],['U+1F517']
chains,objects,objects,['&#9939;'],['U+26D3']
syringe,objects,objects,['&#128137;'],['U+1F489']
pill,objects,objects,['&#128138;'],['U+1F48A']
smoking symbol ≊ smoking,objects,objects,['&#128684;'],['U+1F6AC']
coffin,objects,objects,['&#9904;'],['U+26B0']
funeral urn,objects,objects,['&#9905;'],['U+26B1']
moyai ≊ moai,objects,objects,['&#128511;'],['U+1F5FF']
oil drum,objects,objects,['&#128738;'],['U+1F6E2']
crystal ball,objects,objects,['&#128302;'],['U+1F52E']
shopping trolley ≊ shopping cart,objects,objects,['&#128722;'],['U+1F6D2']
automated teller machine ≊ atm sign,symbols,symbols,['&#127975;'],['U+1F3E7']
put litter in its place symbol ≊ litter in bin sign,symbols,symbols,['&#128686;'],['U+1F6AE']
potable water symbol ≊ potable water,symbols,symbols,['&#128688;'],['U+1F6B0']
wheelchair symbol ≊ wheelchair,symbols,symbols,['&#9855;'],['U+267F']
mens symbol ≊ men’s room,symbols,symbols,['&#128697;'],['U+1F6B9']
womens symbol ≊ women’s room,symbols,symbols,['&#128698;'],['U+1F6BA']
restroom,symbols,symbols,['&#128699;'],['U+1F6BB']
baby symbol,symbols,symbols,['&#128700;'],['U+1F6BC']
water closet,symbols,symbols,['&#128702;'],['U+1F6BE']
passport control,symbols,symbols,['&#128706;'],['U+1F6C2']
customs,symbols,symbols,['&#128707;'],['U+1F6C3']
baggage claim,symbols,symbols,['&#128708;'],['U+1F6C4']
left luggage,symbols,symbols,['&#128709;'],['U+1F6C5']
warning sign ≊ warning,symbols,symbols,['&#9888;'],['U+26A0']
children crossing,symbols,symbols,['&#128696;'],['U+1F6B8']
no entry,symbols,symbols,['&#9940;'],['U+26D4']
no entry sign ≊ prohibited,symbols,symbols,['&#128683;'],['U+1F6AB']
no bicycles,symbols,symbols,['&#128691;'],['U+1F6B3']
no smoking symbol ≊ no smoking,symbols,symbols,['&#128685;'],['U+1F6AD']
do not litter symbol ≊ no littering,symbols,symbols,['&#128687;'],['U+1F6AF']
non-potable water symbol ≊ non-potable water,symbols,symbols,['&#128689;'],['U+1F6B1']
no pedestrians,symbols,symbols,['&#128695;'],['U+1F6B7']
no mobile phones,symbols,symbols,['&#128245;'],['U+1F4F5']
no one under eighteen symbol ≊ no one under eighteen,symbols,symbols,['&#128286;'],['U+1F51E']
radioactive sign ≊ radioactive,symbols,symbols,['&#9762;'],['U+2622']
biohazard sign ≊ biohazard,symbols,symbols,['&#9763;'],['U+2623']
upwards black arrow ≊ up arrow,symbols,symbols,['&#11014;'],['U+2B06']
north east arrow ≊ up-right arrow,symbols,symbols,['&#8599;'],['U+2197']
black rightwards arrow ≊ right arrow,symbols,symbols,['&#10145;'],['U+27A1']
south east arrow ≊ down-right arrow,symbols,symbols,['&#8600;'],['U+2198']
downwards black arrow ≊ down arrow,symbols,symbols,['&#11015;'],['U+2B07']
south west arrow ≊ down-left arrow,symbols,symbols,['&#8601;'],['U+2199']
leftwards black arrow ≊ left arrow,symbols,symbols,['&#11013;'],['U+2B05']
north west arrow ≊ up-left arrow,symbols,symbols,['&#8598;'],['U+2196']
up down arrow ≊ up-down arrow,symbols,symbols,['&#8597;'],['U+2195']
left right arrow ≊ left-right arrow,symbols,symbols,['&#8596;'],['U+2194']
leftwards arrow with hook ≊ right arrow curving left,symbols,symbols,['&#8617;'],['U+21A9']
rightwards arrow with hook ≊ left arrow curving right,symbols,symbols,['&#8618;'],['U+21AA']
arrow pointing rightwards then curving upwards ≊ right arrow curving up,symbols,symbols,['&#10548;'],['U+2934']
arrow pointing rightwards then curving downwards ≊ right arrow curving down,symbols,symbols,['&#10549;'],['U+2935']
clockwise downwards and upwards open circle arrows ≊ clockwise vertical arrows,symbols,symbols,['&#128259;'],['U+1F503']
anticlockwise downwards and upwards open circle arrows ≊ anticlockwise arrows button,symbols,symbols,['&#128260;'],['U+1F504']
back with leftwards arrow above ≊ back arrow,symbols,symbols,['&#128281;'],['U+1F519']
end with leftwards arrow above ≊ end arrow,symbols,symbols,['&#128282;'],['U+1F51A']
on with exclamation mark with left right arrow above ≊ on! arrow,symbols,symbols,['&#128283;'],['U+1F51B']
soon with rightwards arrow above ≊ soon arrow,symbols,symbols,['&#128284;'],['U+1F51C']
top with upwards arrow above ≊ top arrow,symbols,symbols,['&#128285;'],['U+1F51D']
place of worship,symbols,symbols,['&#128720;'],['U+1F6D0']
atom symbol,symbols,symbols,['&#9883;'],['U+269B']
om symbol ≊ om,symbols,symbols,['&#128329;'],['U+1F549']
star of david,symbols,symbols,['&#10017;'],['U+2721']
wheel of dharma,symbols,symbols,['&#9784;'],['U+2638']
yin yang,symbols,symbols,['&#9775;'],['U+262F']
latin cross,symbols,symbols,['&#10013;'],['U+271D']
orthodox cross,symbols,symbols,['&#9766;'],['U+2626']
star and crescent,symbols,symbols,['&#9770;'],['U+262A']
peace symbol,symbols,symbols,['&#9774;'],['U+262E']
menorah with nine branches ≊ menorah,symbols,symbols,['&#128334;'],['U+1F54E']
six pointed star with middle dot ≊ dotted six-pointed star,symbols,symbols,['&#128303;'],['U+1F52F']
black universal recycling symbol ≊ recycling symbol,symbols,symbols,['&#9851;'],['U+267B']
name badge,symbols,symbols,['&#128219;'],['U+1F4DB']
fleur-de-lis,symbols,symbols,['&#9884;'],['U+269C']
japanese symbol for beginner,symbols,symbols,['&#128304;'],['U+1F530']
trident emblem,symbols,symbols,['&#128305;'],['U+1F531']
heavy large circle,symbols,symbols,['&#11093;'],['U+2B55']
white heavy check mark,symbols,symbols,['&#9989;'],['U+2705']
ballot box with check,symbols,symbols,['&#9745;'],['U+2611']
heavy check mark,symbols,symbols,['&#10004;'],['U+2714']
heavy multiplication x,symbols,symbols,['&#10006;'],['U+2716']
cross mark,symbols,symbols,['&#10060;'],['U+274C']
negative squared cross mark ≊ cross mark button,symbols,symbols,['&#10062;'],['U+274E']
heavy plus sign,symbols,symbols,['&#10133;'],['U+2795']
heavy minus sign,symbols,symbols,['&#10134;'],['U+2796']
heavy division sign,symbols,symbols,['&#10135;'],['U+2797']
curly loop,symbols,symbols,['&#10160;'],['U+27B0']
double curly loop,symbols,symbols,['&#10175;'],['U+27BF']
part alternation mark,symbols,symbols,['&#12349;'],['U+303D']
eight spoked asterisk ≊ eight-spoked asterisk,symbols,symbols,['&#10035;'],['U+2733']
eight pointed black star ≊ eight-pointed star,symbols,symbols,['&#10036;'],['U+2734']
sparkle,symbols,symbols,['&#10055;'],['U+2747']
double exclamation mark,symbols,symbols,['&#8252;'],['U+203C']
exclamation question mark,symbols,symbols,['&#8265;'],['U+2049']
black question mark ornament ≊ question mark,symbols,symbols,['&#10067;'],['U+2753']
white question mark ornament ≊ white question mark,symbols,symbols,['&#10068;'],['U+2754']
white exclamation mark ornament ≊ white exclamation mark,symbols,symbols,['&#10069;'],['U+2755']
heavy exclamation mark symbol ≊ exclamation mark,symbols,symbols,['&#10071;'],['U+2757']
wavy dash,symbols,symbols,['&#12336;'],['U+3030']
copyright sign ≊ copyright,symbols,symbols,['&#169;'],['U+00A9']
registered sign ≊ registered,symbols,symbols,['&#174;'],['U+00AE']
trade mark sign ≊ trade mark,symbols,symbols,['&#8482;'],['U+2122']
aries,symbols,symbols,['&#9800;'],['U+2648']
taurus,symbols,symbols,['&#9801;'],['U+2649']
gemini,symbols,symbols,['&#9802;'],['U+264A']
cancer,symbols,symbols,['&#9803;'],['U+264B']
leo,symbols,symbols,['&#9804;'],['U+264C']
virgo,symbols,symbols,['&#9805;'],['U+264D']
libra,symbols,symbols,['&#9806;'],['U+264E']
scorpius,symbols,symbols,['&#9807;'],['U+264F']
sagittarius,symbols,symbols,['&#9808;'],['U+2650']
capricorn,symbols,symbols,['&#9809;'],['U+2651']
aquarius,symbols,symbols,['&#9810;'],['U+2652']
pisces,symbols,symbols,['&#9811;'],['U+2653']
ophiuchus,symbols,symbols,['&#9934;'],['U+26CE']
twisted rightwards arrows ≊ shuffle tracks button,symbols,symbols,['&#128256;'],['U+1F500']
clockwise rightwards and leftwards open circle arrows ≊ repeat button,symbols,symbols,['&#128257;'],['U+1F501']
clockwise rightwards and leftwards open circle arrows with circled one overlay ≊ repeat single button,symbols,symbols,['&#128258;'],['U+1F502']
black right-pointing triangle ≊ play button,symbols,symbols,['&#9654;'],['U+25B6']
black right-pointing double triangle ≊ fast-forword button,symbols,symbols,['&#9193;'],['U+23E9']
black right-pointing double triangle with vertical bar ≊ next track button,symbols,symbols,['&#9197;'],['U+23ED']
black right-pointing triangle with double vertical bar ≊ play or pause button,symbols,symbols,['&#9199;'],['U+23EF']
black left-pointing triangle ≊ reverse button,symbols,symbols,['&#9664;'],['U+25C0']
black left-pointing double triangle ≊ fast reverse button,symbols,symbols,['&#9194;'],['U+23EA']
black left-pointing double triangle with vertical bar ≊ last track button,symbols,symbols,['&#9198;'],['U+23EE']
up-pointing small red triangle ≊ up button,symbols,symbols,['&#128316;'],['U+1F53C']
black up-pointing double triangle ≊ fast up button,symbols,symbols,['&#9195;'],['U+23EB']
down-pointing small red triangle ≊ down button,symbols,symbols,['&#128317;'],['U+1F53D']
black down-pointing double triangle ≊ fast down button,symbols,symbols,['&#9196;'],['U+23EC']
double vertical bar ≊ pause button,symbols,symbols,['&#9208;'],['U+23F8']
black square for stop ≊ stop button,symbols,symbols,['&#9209;'],['U+23F9']
black circle for record ≊ record button,symbols,symbols,['&#9210;'],['U+23FA']
eject symbol ≊ eject button,symbols,symbols,['&#9167;'],['U+23CF']
cinema,symbols,symbols,['&#127910;'],['U+1F3A6']
low brightness symbol ≊ dim button,symbols,symbols,['&#128261;'],['U+1F505']
high brightness symbol ≊ bright button,symbols,symbols,['&#128262;'],['U+1F506']
antenna with bars ≊ antenna bars,symbols,symbols,['&#128246;'],['U+1F4F6']
vibration mode,symbols,symbols,['&#128243;'],['U+1F4F3']
mobile phone off,symbols,symbols,['&#128244;'],['U+1F4F4']
keycap #,symbols,symbols,"['&#35;', '&#65039;', '&#8419;']","['U+0023', 'U+FE0F', 'U+20E3']"
keycap *,symbols,symbols,"['&#42;', '&#65039;', '&#8419;']","['U+002A', 'U+FE0F', 'U+20E3']"
keycap 0,symbols,symbols,"['&#48;', '&#65039;', '&#8419;']","['U+0030', 'U+FE0F', 'U+20E3']"
keycap 1,symbols,symbols,"['&#49;', '&#65039;', '&#8419;']","['U+0031', 'U+FE0F', 'U+20E3']"
keycap 2,symbols,symbols,"['&#50;', '&#65039;', '&#8419;']","['U+0032', 'U+FE0F', 'U+20E3']"
keycap 3,symbols,symbols,"['&#51;', '&#65039;', '&#8419;']","['U+0033', 'U+FE0F', 'U+20E3']"
keycap 4,symbols,symbols,"['&#52;', '&#65039;', '&#8419;']","['U+0034', 'U+FE0F', 'U+20E3']"
keycap 5,symbols,symbols,"['&#53;', '&#65039;', '&#8419;']","['U+0035', 'U+FE0F', 'U+20E3']"
keycap 6,symbols,symbols,"['&#54;', '&#65039;', '&#8419;']","['U+0036', 'U+FE0F', 'U+20E3']"
keycap 7,symbols,symbols,"['&#55;', '&#65039;', '&#8419;']","['U+0037', 'U+FE0F', 'U+20E3']"
keycap 8,symbols,symbols,"['&#56;', '&#65039;', '&#8419;']","['U+0038', 'U+FE0F', 'U+20E3']"
keycap 9,symbols,symbols,"['&#57;', '&#65039;', '&#8419;']","['U+0039', 'U+FE0F', 'U+20E3']"
keycap ten ≊ keycap #,symbols,symbols,['&#128287;'],['U+1F51F']
hundred points symbol ≊ hundred points,symbols,symbols,['&#128175;'],['U+1F4AF']
input symbol for latin capital letters ≊ input latin uppercase,symbols,symbols,['&#128288;'],['U+1F520']
input symbol for latin small letters ≊ input latin lowercase,symbols,symbols,['&#128289;'],['U+1F521']
input symbol for numbers ≊ input numbers,symbols,symbols,['&#128290;'],['U+1F522']
input symbol for symbols ≊ input symbols,symbols,symbols,['&#128291;'],['U+1F523']
input symbol for latin letters ≊ input latin letters,symbols,symbols,['&#128292;'],['U+1F524']
negative squared latin capital letter a ≊ a button,symbols,symbols,['&#127344;'],['U+1F170']
negative squared ab ≊ ab button,symbols,symbols,['&#127374;'],['U+1F18E']
negative squared latin capital letter b ≊ b button,symbols,symbols,['&#127345;'],['U+1F171']
squared cl,symbols,symbols,['&#127377;'],['U+1F191']
squared cool,symbols,symbols,['&#127378;'],['U+1F192']
squared free,symbols,symbols,['&#127379;'],['U+1F193']
information source,symbols,symbols,['&#8505;'],['U+2139']
squared id,symbols,symbols,['&#127380;'],['U+1F194']
circled latin capital letter m ≊ circled letter m,symbols,symbols,['&#9410;'],['U+24C2']
squared new,symbols,symbols,['&#127381;'],['U+1F195']
squared ng,symbols,symbols,['&#127382;'],['U+1F196']
negative squared latin capital letter o ≊ o button,symbols,symbols,['&#127358;'],['U+1F17E']
squared ok,symbols,symbols,['&#127383;'],['U+1F197']
negative squared latin capital letter p ≊ p button,symbols,symbols,['&#127359;'],['U+1F17F']
squared sos,symbols,symbols,['&#127384;'],['U+1F198']
squared up with exclamation mark ≊ up! button,symbols,symbols,['&#127385;'],['U+1F199']
squared vs,symbols,symbols,['&#127386;'],['U+1F19A']
squared katakana koko,symbols,symbols,['&#127489;'],['U+1F201']
squared katakana sa,symbols,symbols,['&#127490;'],['U+1F202']
squared cjk unified ideograph-6708 ≊ squared moon ideograph,symbols,symbols,['&#127543;'],['U+1F237']
squared cjk unified ideograph-6709 ≊ squared exist ideograph,symbols,symbols,['&#127542;'],['U+1F236']
squared cjk unified ideograph-6307 ≊ squared finger ideograph,symbols,symbols,['&#127535;'],['U+1F22F']
circled ideograph advantage ≊ circled advantage ideograph,symbols,symbols,['&#127568;'],['U+1F250']
squared cjk unified ideograph-5272 ≊ squared divide ideograph,symbols,symbols,['&#127545;'],['U+1F239']
squared cjk unified ideograph-7121 ≊ squared negation ideograph,symbols,symbols,['&#127514;'],['U+1F21A']
squared cjk unified ideograph-7981 ≊ squared prohibit ideograph,symbols,symbols,['&#127538;'],['U+1F232']
circled ideograph accept ≊ circled accept ideograph,symbols,symbols,['&#127569;'],['U+1F251']
squared cjk unified ideograph-7533 ≊ squared apply ideograph,symbols,symbols,['&#127544;'],['U+1F238']
squared cjk unified ideograph-5408 ≊ squared together ideograph,symbols,symbols,['&#127540;'],['U+1F234']
squared cjk unified ideograph-7a7a ≊ squared empty ideograph,symbols,symbols,['&#127539;'],['U+1F233']
circled ideograph congratulation ≊ circled congratulate ideograph,symbols,symbols,['&#12951;'],['U+3297']
circled ideograph secret ≊ circled secret ideograph,symbols,symbols,['&#12953;'],['U+3299']
squared cjk unified ideograph-55b6 ≊ squared operating ideograph,symbols,symbols,['&#127546;'],['U+1F23A']
squared cjk unified ideograph-6e80 ≊ squared fullness ideograph,symbols,symbols,['&#127541;'],['U+1F235']
black small square,symbols,symbols,['&#9642;'],['U+25AA']
white small square,symbols,symbols,['&#9643;'],['U+25AB']
white medium square,symbols,symbols,['&#9723;'],['U+25FB']
black medium square,symbols,symbols,['&#9724;'],['U+25FC']
white medium small square ≊ white medium-small square,symbols,symbols,['&#9725;'],['U+25FD']
black medium small square ≊ black medium-small square,symbols,symbols,['&#9726;'],['U+25FE']
black large square,symbols,symbols,['&#11035;'],['U+2B1B']
white large square,symbols,symbols,['&#11036;'],['U+2B1C']
large orange diamond,symbols,symbols,['&#128310;'],['U+1F536']
large blue diamond,symbols,symbols,['&#128311;'],['U+1F537']
small orange diamond,symbols,symbols,['&#128312;'],['U+1F538']
small blue diamond,symbols,symbols,['&#128313;'],['U+1F539']
up-pointing red triangle ≊ red triangle pointed up,symbols,symbols,['&#128314;'],['U+1F53A']
down-pointing red triangle ≊ red triangle pointed down,symbols,symbols,['&#128315;'],['U+1F53B']
diamond shape with a dot inside ≊ diamond with a dot,symbols,symbols,['&#128160;'],['U+1F4A0']
radio button,symbols,symbols,['&#128280;'],['U+1F518']
black square button,symbols,symbols,['&#128306;'],['U+1F532']
white square button,symbols,symbols,['&#128307;'],['U+1F533']
medium white circle ≊ white circle,symbols,symbols,['&#9898;'],['U+26AA']
medium black circle ≊ black circle,symbols,symbols,['&#9899;'],['U+26AB']
large red circle ≊ red circle,symbols,symbols,['&#128308;'],['U+1F534']
large blue circle ≊ blue circle,symbols,symbols,['&#128309;'],['U+1F535']
chequered flag,flags,flags,['&#127937;'],['U+1F3C1']
triangular flag on post ≊ triangular flag,flags,flags,['&#128681;'],['U+1F6A9']
crossed flags,flags,flags,['&#127884;'],['U+1F38C']
waving black flag,flags,flags,['&#127988;'],['U+1F3F4']
waving white flag,flags,flags,['&#127987;'],['U+1F3F3']
ascension island,flags,flags,"['&#127462;', '&#127464;']","['U+1F1E6', 'U+1F1E8']"
andorra,flags,flags,"['&#127462;', '&#127465;']","['U+1F1E6', 'U+1F1E9']"
united arab emirates,flags,flags,"['&#127462;', '&#127466;']","['U+1F1E6', 'U+1F1EA']"
afghanistan,flags,flags,"['&#127462;', '&#127467;']","['U+1F1E6', 'U+1F1EB']"
antigua ,flags,flags,"['&#127462;', '&#127468;']","['U+1F1E6', 'U+1F1EC']"
anguilla,flags,flags,"['&#127462;', '&#127470;']","['U+1F1E6', 'U+1F1EE']"
albania,flags,flags,"['&#127462;', '&#127473;']","['U+1F1E6', 'U+1F1F1']"
armenia,flags,flags,"['&#127462;', '&#127474;']","['U+1F1E6', 'U+1F1F2']"
angola,flags,flags,"['&#127462;', '&#127476;']","['U+1F1E6', 'U+1F1F4']"
antarctica,flags,flags,"['&#127462;', '&#127478;']","['U+1F1E6', 'U+1F1F6']"
argentina,flags,flags,"['&#127462;', '&#127479;']","['U+1F1E6', 'U+1F1F7']"
american samoa,flags,flags,"['&#127462;', '&#127480;']","['U+1F1E6', 'U+1F1F8']"
austria,flags,flags,"['&#127462;', '&#127481;']","['U+1F1E6', 'U+1F1F9']"
australia,flags,flags,"['&#127462;', '&#127482;']","['U+1F1E6', 'U+1F1FA']"
aruba,flags,flags,"['&#127462;', '&#127484;']","['U+1F1E6', 'U+1F1FC']"
ã…land islands,flags,flags,"['&#127462;', '&#127485;']","['U+1F1E6', 'U+1F1FD']"
azerbaijan,flags,flags,"['&#127462;', '&#127487;']","['U+1F1E6', 'U+1F1FF']"
bosnia ,flags,flags,"['&#127463;', '&#127462;']","['U+1F1E7', 'U+1F1E6']"
barbados,flags,flags,"['&#127463;', '&#127463;']","['U+1F1E7', 'U+1F1E7']"
bangladesh,flags,flags,"['&#127463;', '&#127465;']","['U+1F1E7', 'U+1F1E9']"
belgium,flags,flags,"['&#127463;', '&#127466;']","['U+1F1E7', 'U+1F1EA']"
burkina faso,flags,flags,"['&#127463;', '&#127467;']","['U+1F1E7', 'U+1F1EB']"
bulgaria,flags,flags,"['&#127463;', '&#127468;']","['U+1F1E7', 'U+1F1EC']"
bahrain,flags,flags,"['&#127463;', '&#127469;']","['U+1F1E7', 'U+1F1ED']"
burundi,flags,flags,"['&#127463;', '&#127470;']","['U+1F1E7', 'U+1F1EE']"
benin,flags,flags,"['&#127463;', '&#127471;']","['U+1F1E7', 'U+1F1EF']"
st. barthã©lemy,flags,flags,"['&#127463;', '&#127473;']","['U+1F1E7', 'U+1F1F1']"
bermuda,flags,flags,"['&#127463;', '&#127474;']","['U+1F1E7', 'U+1F1F2']"
brunei,flags,flags,"['&#127463;', '&#127475;']","['U+1F1E7', 'U+1F1F3']"
bolivia,flags,flags,"['&#127463;', '&#127476;']","['U+1F1E7', 'U+1F1F4']"
caribbean netherlands,flags,flags,"['&#127463;', '&#127478;']","['U+1F1E7', 'U+1F1F6']"
brazil,flags,flags,"['&#127463;', '&#127479;']","['U+1F1E7', 'U+1F1F7']"
bahamas,flags,flags,"['&#127463;', '&#127480;']","['U+1F1E7', 'U+1F1F8']"
bhutan,flags,flags,"['&#127463;', '&#127481;']","['U+1F1E7', 'U+1F1F9']"
bouvet island,flags,flags,"['&#127463;', '&#127483;']","['U+1F1E7', 'U+1F1FB']"
botswana,flags,flags,"['&#127463;', '&#127484;']","['U+1F1E7', 'U+1F1FC']"
belarus,flags,flags,"['&#127463;', '&#127486;']","['U+1F1E7', 'U+1F1FE']"
belize,flags,flags,"['&#127463;', '&#127487;']","['U+1F1E7', 'U+1F1FF']"
canada,flags,flags,"['&#127464;', '&#127462;']","['U+1F1E8', 'U+1F1E6']"
cocos (keeling) islands,flags,flags,"['&#127464;', '&#127464;']","['U+1F1E8', 'U+1F1E8']"
congo - kinshasa,flags,flags,"['&#127464;', '&#127465;']","['U+1F1E8', 'U+1F1E9']"
central african republic,flags,flags,"['&#127464;', '&#127467;']","['U+1F1E8', 'U+1F1EB']"
congo - brazzaville,flags,flags,"['&#127464;', '&#127468;']","['U+1F1E8', 'U+1F1EC']"
switzerland,flags,flags,"['&#127464;', '&#127469;']","['U+1F1E8', 'U+1F1ED']"
cã´te dâ€™ivoire,flags,flags,"['&#127464;', '&#127470;']","['U+1F1E8', 'U+1F1EE']"
cook islands,flags,flags,"['&#127464;', '&#127472;']","['U+1F1E8', 'U+1F1F0']"
chile,flags,flags,"['&#127464;', '&#127473;']","['U+1F1E8', 'U+1F1F1']"
cameroon,flags,flags,"['&#127464;', '&#127474;']","['U+1F1E8', 'U+1F1F2']"
china,flags,flags,"['&#127464;', '&#127475;']","['U+1F1E8', 'U+1F1F3']"
colombia,flags,flags,"['&#127464;', '&#127476;']","['U+1F1E8', 'U+1F1F4']"
clipperton island,flags,flags,"['&#127464;', '&#127477;']","['U+1F1E8', 'U+1F1F5']"
costa rica,flags,flags,"['&#127464;', '&#127479;']","['U+1F1E8', 'U+1F1F7']"
cuba,flags,flags,"['&#127464;', '&#127482;']","['U+1F1E8', 'U+1F1FA']"
cape verde,flags,flags,"['&#127464;', '&#127483;']","['U+1F1E8', 'U+1F1FB']"
curaã§ao,flags,flags,"['&#127464;', '&#127484;']","['U+1F1E8', 'U+1F1FC']"
christmas island,flags,flags,"['&#127464;', '&#127485;']","['U+1F1E8', 'U+1F1FD']"
cyprus,flags,flags,"['&#127464;', '&#127486;']","['U+1F1E8', 'U+1F1FE']"
czech republic,flags,flags,"['&#127464;', '&#127487;']","['U+1F1E8', 'U+1F1FF']"
germany,flags,flags,"['&#127465;', '&#127466;']","['U+1F1E9', 'U+1F1EA']"
diego garcia,flags,flags,"['&#127465;', '&#127468;']","['U+1F1E9', 'U+1F1EC']"
djibouti,flags,flags,"['&#127465;', '&#127471;']","['U+1F1E9', 'U+1F1EF']"
denmark,flags,flags,"['&#127465;', '&#127472;']","['U+1F1E9', 'U+1F1F0']"
dominica,flags,flags,"['&#127465;', '&#127474;']","['U+1F1E9', 'U+1F1F2']"
dominican republic,flags,flags,"['&#127465;', '&#127476;']","['U+1F1E9', 'U+1F1F4']"
algeria,flags,flags,"['&#127465;', '&#127487;']","['U+1F1E9', 'U+1F1FF']"
